Bedroom,Bathroom,Property Size,Nearby School,Nearby Mall,Category,Facilities,Building Name,Developer,Tenure Type,Address,Completion Year,# of Floors,Total Units,Property Type,Parking Lot,Floor Range,Land Title,Firm Type,Bus Stop,Mall,Park,School,Hospital,price,Highway,Nearby Railway Station,Railway Station,num_facilities
3.0,2.0,850,0,Main Place Mall,"Apartment / Condominium, For Sale","Parking, Security, Playground, Swimming Pool",Fairville,Sime Darby Property Berhad,Freehold,"Jalan USJ 22/1, Subang Jaya, Selangor",2000.0,8.0,480.0,Apartment,1.0,Medium,Non Bumi Lot,E,,0,0,"Sekolah Kebangsaan USJ 20
Sekolah Jenis Kebangsaan (T) Ladang Seafield
Sekolah Menengah Kebangsaan USJ 23
SRA USJ 17
SRA Batu 13",0,338800,0,0,LRT Station USJ21 (Kelana Jaya Line),4
3.0,2.0,850,0,Main Place Mall,"Apartment / Condominium, For Sale","Security, Swimming Pool, Parking, Playground",Fairville,Sime Darby Property Berhad,Freehold,"Jalan USJ 22/1, Subang Jaya, Selangor",2000.0,8.0,480.0,Apartment,1.0,Low,Non Bumi Lot,E,,0,0,"Sekolah Kebangsaan USJ 20
Sekolah Jenis Kebangsaan (T) Ladang Seafield
Sekolah Menengah Kebangsaan USJ 23
SRA USJ 17
SRA Batu 13",0,360000,0,0,LRT Station USJ21 (Kelana Jaya Line),4
3.0,2.0,1000,0,,"Apartment / Condominium, For Sale","Parking, Security, Playground, Swimming Pool, Gymnasium, Lift, Minimart, Jogging Track",Lido Four Seasons Residence,-,Leasehold,"35, Lorong Raffelesia 1, Kota Kinabalu, Sabah",2015.0,22.0,480.0,Condominium,1.0,Medium,Non Bumi Lot,-,,0,0,,0,489999,0,0,,8
3.0,2.0,857,0,,"Apartment / Condominium, For Sale","Jogging Track, Minimart, Sauna, Security, Gymnasium, Barbeque area, Swimming Pool, Playground, Parking, Lift, Multipurpose hall, Club house",Amara Service Residences,Jaya Megah Development Sdn Bhd,Freehold,"Jalan Raintree Utama, Batu Caves, Selangor",2014.0,23.0,744.0,Service Residence,2.0,High,Non Bumi Lot,AE,,0,0,"Sekolah Jenis Kebangsaan (T) Batu Caves
Sekolah Jenis Kebangsaan(C) Kheow Bin",0,315000,0,0,KTM Station Batu Caves (Komuter Seremban Line),12
1.0,1.0,560,0,Sunway Putra Mall,"Apartment / Condominium, For Sale","Playground, Swimming Pool, Gymnasium, Parking, Squash Court, Security, Lift, Sauna, Barbeque area, Minimart, Multipurpose hall",Regalia Residence,Mayland Group,Freehold,"Jalan Sultan Ismail, Jalan Sultan Ismail, Kuala Lumpur",2012.0,38.0,1033.0,Service Residence,2.0,High,Non Bumi Lot,E,"Bus Stop Bus 852 - Ktm Putra
Bus Stop Tiong Nam
Bus Stop Sime Darby Cosmo Point Jalan Raja Laut
Bus Stop Hop-on Hop-Off Stop 19
Bus Stop Chow Kit (Barat)
Bus Stop 2 Damai Service Hospital
Bus Stop Sri Amar
Bus Stop Chow Kit 24
Bus Stop Batu Road
Bus Stop 1 Damai Service Hospital
Bus Stop Standard Chartered Bank
Bus Stop Chow Kit (North)
Bus Stop Picoms
Bus Stop Medan Mara 23
Bus Stop Chow Kit
Bus Stop Maju Junction
Bus Stop Medan Mara
Bus Stop Perkim
Bus Stop Menara Mara
Bus Stop Hospital Kuala Lumpur (South)
Bus Stop Grand Seasons Hotel
Bus Stop Sogo KL
Bus Stop Institut Penyelidkan Perubatan
Bus Stop Titiwangsa Hub",0,0,"Sekolah Indonesia Kuala Lumpur
Chung Kwok Public School
Batu Road Boys' School
Batu Road Special Education School (Visually Impaired)
Sekolah Jenis Kebangsaan (Tamil) Appar
Batu Road Girls' School
SMK Maxwell
SRA Tengku Ampuan Jemaah
SMK Puteri Wilayah",0,388000,0,0,"KTM Station Putra (Komuter Seremban Line)
LRT Station PWTC (Sri Petaling and Ampang Line)
LRT Station Sultan Ismail (Sri Petaling and Ampang Line)
Monorail Station Chow Kit
Monorail Station Medan Tuanku
LRT Station Bandaraya (Sri Petaling and Ampang Line)",11
3.0,2.0,1310,0,,"Apartment / Condominium, For Sale","Sauna, Security, Swimming Pool, Gymnasium, Parking, Playground, Jogging Track, Lift",QuayWest Residence,Asia Green Group,Freehold,"Persiaran Bayan Indah Off Bayan Mutiara, Batu Uban, Penang",2021.0,24.0,1235.0,Condominium,2.0,Medium,Non Bumi Lot,E,,0,0,,0,950000,0,0,,8
3.0,2.0,1310,0,,"Apartment / Condominium, For Sale","Sauna, Security, Swimming Pool, Gymnasium, Parking, Playground, Jogging Track, Lift",QuayWest Residence,Asia Green Group,Freehold,"Persiaran Bayan Indah Off Bayan Mutiara, Batu Uban, Penang",2021.0,24.0,1235.0,Condominium,2.0,Medium,Non Bumi Lot,E,,0,0,,0,950000,0,0,,8
3.0,2.0,750,0,,"Apartment / Condominium, For Sale","Security, Parking, Minimart, Lift",Desa Mas Melur,-,Freehold,"Lebuh Relau 1, Georgetown, Penang",1999.0,8.0,224.0,Apartment,1.0,Medium,Non Bumi Lot,E,,0,0,,0,310000,0,0,,4
3.0,2.0,1475,0,,"Apartment / Condominium, For Sale","Parking, Security",Bagan Aman,-,Freehold,"No. 30, Jalan Bagan Jermal, Georgetown, Penang",1992.0,5.0,480.0,Condominium,2.0,-,Non Bumi Lot,E,,0,0,,0,860000,0,0,,2
2.0,2.0,776,0,,"Apartment / Condominium, For Sale","Parking, Swimming Pool, Lift, Security, Gymnasium",The Clovers,Asia Green Group,Freehold,"Jalan Merbah Off Jalan Dato Ismail Hashim, Sungai Ara, Penang",2017.0,42.0,670.0,Condominium,2.0,-,Non Bumi Lot,E,,0,0,,0,438000,0,0,,5
3.0,2.0,750,0,,"Apartment / Condominium, For Sale","Parking, Tennis Court, Security, Playground, Swimming Pool, Gymnasium, Lift, Jogging Track, Barbeque area",N-Park Condominium,-,Freehold,"Jalan Batu Uban, Gelugor, Penang",1997.0,32.0,988.0,Condominium,2.0,Medium,Non Bumi Lot,E,,0,0,,0,365000,0,0,,9
2.0,2.0,852,0,Mid Valley Megamall,"Apartment / Condominium, For Sale","Lift, Playground, Security, Parking, Swimming Pool, Gymnasium, Sauna, Barbeque area",Millerz Square @ Old Klang Road,Exsim Group,Freehold,"Jalan 1/13a, Old Klang Road, Kuala Lumpur",2019.0,52.0,1633.0,Service Residence,2.0,Low,Non Bumi Lot,E,"Bus Stop KL 1284 Wisma Buddist
Bus Stop KL 1179 Saville Residence
Bus Stop KL 1180 Wisma Buddist
Bus Stop KL 1283 Batu 3 1/2 Klang Lama
Bus Stop KL 1285 Saville Residence
Bus Stop KL 1181 Batu 3 1/2 KLang Lama
Bus Stop KL 1282 3Rd Mile Square
Bus Stop KL 1281 Taman Shanghai (Utara)
Bus Stop KL 1183 Taman Shanghai (Utara)
Bus Stop KTM Angkasapuri
Bus Stop 1 Flat Sri Labuan
Bus Stop KL 1188 Wisma Tm Taman Desa
Bus Stop Jalan Desa Utama
Bus Stop Jalan 2/112A
Bus Stop KL 1190 Taman Bukit Desa (Selatan)
Bus Stop KL 1280 Taman Shanghai (Selatan)
Bus Stop KL 1187 Papillion Desahill Condominium
Bus Stop Mid Valley Megamall South Court
Bus Stop KL 1184 Taman Shanghai (Selatan)",0,0,Vikas International School,0,660000,0,0,"KTM Station Seputeh (Komuter Seremban Line)
KTM Station Angkasapuri (Komuter Port Klang Line)",8
3.0,2.0,1065,0,,"Apartment / Condominium, For Sale","Gymnasium, Security, Swimming Pool, Jogging Track, Lift, Parking, Sauna, Playground, Minimart",City of Green Condominium,Bj Homes Development Sdn Bhd,Freehold,"Jalan PBS 14/2, Taman Perindustrian Bukit Serdang, Seri Kembangan, Selangor",2016.0,4.0,1054.0,Service Residence,2.0,Medium,Non Bumi Lot,E,,0,0,,0,394000,0,0,,9
4.0,2.0,1331,0,,"Apartment / Condominium, For Sale","Security, Minimart, Gymnasium, Parking, Playground, Swimming Pool",Platinum Hill PV 3,Platinum Victory Development Sdn Bhd,Freehold,"No. 3 Jalan Melati Utama, Taman Melati Utama, Setapak, Kuala Lumpur",2013.0,17.0,475.0,Condominium,2.0,-,Non Bumi Lot,E,,0,0,,0,380000,0,0,,6
3.0,2.0,700,0,,"Apartment / Condominium, For Sale",-,Taman Lembah Hijau Block 3,-,Freehold,"Jalan Gangsa, Greenlane, Georgetown, Penang",2000.0,12.0,480.0,Apartment,2.0,-,Non Bumi Lot,E,,0,0,,0,355000,0,0,,1
3.0,2.0,1100,0,,"Apartment / Condominium, For Sale","Security, Gymnasium, Jogging Track, Parking, Playground, Swimming Pool, Multipurpose hall, Barbeque area, Lift",Imperial Residences,Ideal Property Group,Freehold,"Lilitan Sungai Ara, Off Jalan Dato Ismail Hashim, Sungai Ara, Penang",2016.0,30.0,816.0,Condominium,4.0,High,Non Bumi Lot,E,,0,0,,0,630000,0,0,,9
3.0,2.0,750,0,,"Apartment / Condominium, For Sale","Jogging Track, Security, Swimming Pool, Playground, Gymnasium, Barbeque area, Parking, Multipurpose hall, Lift",Melody Homes,Belleview Group,Freehold,"Lebuhraya Thean Teik, Farlim,, Ayer Itam, Penang",2012.0,30.0,500.0,Apartment,1.0,High,Non Bumi Lot,E,,0,0,,0,330000,0,0,,9
6.0,5.0,2600,0,,"Apartment / Condominium, For Sale","Playground, Gymnasium, Security, Jogging Track, Club house, Swimming Pool, Squash Court, Barbeque area, Sauna, Parking",Central Park,Insa Properties,Freehold,"Lebuhraya Batu Lanchang, Greenlane, Penang",2011.0,36.0,326.0,Condominium,2.0,-,Non Bumi Lot,E,,0,0,,0,1500000,0,0,,10
3.0,2.0,1300,0,,"Apartment / Condominium, For Sale","Lift, Sauna, Parking, Security, Swimming Pool, Minimart, Club house, Tennis Court, Squash Court, Jogging Track, Barbeque area, Playground, Gymnasium",Setia Tri-Angle Residential Condominiums,Setia Promenade Sdn Bhd (Sp Setia),Freehold,"Persiaran Kelicap, Bayan Lepas, Penang",2015.0,6.0,225.0,Condominium,2.0,-,Non Bumi Lot,E,,0,0,,0,528000,0,0,,13
3.0,2.0,700,0,,"Apartment / Condominium, For Sale","Parking, Lift",Taman Kristal,-,Freehold,"Gerbang Mount Eskine, Tanjong Tokong, Penang",1999.0,21.0,520.0,Apartment,1.0,Medium,Non Bumi Lot,E,,0,0,,0,350000,0,0,,2
3.0,2.0,680,0,,"Apartment / Condominium, For Sale","Security, Minimart, Parking, Swimming Pool, Lift",Centrio Avenue,Boon Siew Group,Freehold,"Taman Bukit Gambier,, Gelugor, Penang",2013.0,31.0,780.0,Apartment,1.0,High,Non Bumi Lot,E,,0,0,,0,345000,0,0,,5
2.0,2.0,776,0,,"Apartment / Condominium, For Sale","Parking, Swimming Pool, Gymnasium, Lift, Security",The Clovers,Asia Green Group,Freehold,"Jalan Merbah Off Jalan Dato Ismail Hashim, Sungai Ara, Penang",2017.0,42.0,670.0,Condominium,2.0,High,Non Bumi Lot,E,,0,0,,0,450000,0,0,,5
4.0,3.0,1500,0,,"Apartment / Condominium, For Sale","Swimming Pool, Gymnasium, Sauna, Security, Playground, Tennis Court, Parking, Minimart, Lift",I-Regency Condominium,Cygal Properties Sdn Bhd,Freehold,"Jalan Bukit Gambier, Gelugor, Penang",2009.0,21.0,258.0,Condominium,1.0,Low,Non Bumi Lot,E,,0,0,,0,780000,0,0,,9
3.0,2.0,1200,0,,"Apartment / Condominium, For Sale","Gymnasium, Parking, Security, Playground, Swimming Pool, Jogging Track",One Imperial,Ideal Property Group,Freehold,"Off Jalan Dato Ismail Hashim, Sungai Ara, Penang",2016.0,20.0,771.0,Condominium,2.0,-,Non Bumi Lot,E,,0,0,,0,550000,0,0,,6
3.0,2.0,1055,0,,"Apartment / Condominium, For Sale","Minimart, Security, Lift, Parking, Jogging Track",Pangsapuri Saujana Permai 2,Majlis Perbandaran Kajang,Freehold,"Jalan Bukit Mutiara 1, Sentosa Heights, Kajang, Selangor",2006.0,22.0,246.0,Apartment,2.0,High,Non Bumi Lot,E,,0,0,,0,280000,0,0,,5
3.0,2.0,893,0,,"Apartment / Condominium, For Sale","Security, Lift, Parking, Swimming Pool, Playground, Gymnasium, Multipurpose hall",I-Santorini,Ideal Property Group,Leasehold,"Jalan Tanjung Tokong, Tanjong Tokong, Penang",2016.0,49.0,2155.0,Condominium,2.0,Medium,Non Bumi Lot,-,,0,0,,0,344000,0,0,,7
3.0,2.0,700,0,,"Apartment / Condominium, For Sale","Playground, Parking, Security",Sri Impian (Penang),-,Leasehold,"Lengkok Angsana, Bandar Baru Farlim, Ayer Itam, Penang",2005.0,22.0,480.0,Apartment,1.0,Medium,Non Bumi Lot,E,,0,0,,0,270000,0,0,,3
3.0,2.0,915,0,SS15 Courtyard,"Apartment / Condominium, For Sale","Playground, Security, Parking",Lafite Apartment (Subang Jaya),Sime Darby Property Berhad,Freehold,"Jalan SS 17/1, SS17, Subang Jaya, Selangor",1991.0,4.0,480.0,Condominium,1.0,Low,Non Bumi Lot,E,"Bus Stop at Jalan SS 17/2
Bus Stop at SS17 (Utara)
Bus Stop at Jalan SS 19/1
Bus Stop at LRT SS15
Bus Stop at Federal Highway 5
Bus Stop at Persiaran Kemajuan 3
Bus Stop at Isola Condo",0,0,"Sekolah Menengah Kebangsaan SS 17
Sekolah Menengah Kebangsaan Subang Utama
Sekolah Agama Darul Ehsan
Sekolah Kebangsaan Perdana Jaya SS19",0,420000,0,0,LRT Station SS15 (Kelana Jaya Line),3
3.0,2.0,700,0,,"Apartment / Condominium, For Sale","Swimming Pool, Parking, Security, Jogging Track, Barbeque area, Multipurpose hall, Playground, Gymnasium, Lift",Melody Homes,Belleview Group,Freehold,"Lebuhraya Thean Teik, Farlim,, Ayer Itam, Penang",2012.0,30.0,500.0,Apartment,1.0,Medium,Non Bumi Lot,E,,0,0,,0,380000,0,0,,9
3.0,2.0,800,0,,"Apartment / Condominium, For Sale","Sauna, Parking, Minimart, Playground, Security, Jogging Track, Gymnasium",Relau Vista,Alor Vista Sdn Bhd,Freehold,"Lebuh Relau 6, Bayan Lepas, Penang",2008.0,29.0,480.0,Apartment,2.0,-,Non Bumi Lot,E,,0,0,,0,385000,0,0,,7
2.0,2.0,1000,0,,"Apartment / Condominium, For Sale","Parking, Playground, Minimart, Security, Swimming Pool, Barbeque area",Vista Mutiara,Aik Bee Timbers,Leasehold,"No.1, Jalan Vista Mutiara Off Jalan Kepong, Kepong, Kepong, Kuala Lumpur",2008.0,22.0,500.0,Condominium,1.0,Medium,Non Bumi Lot,E,,0,0,Sekolah Kebangsaan Kepong Baru,0,390000,0,0,"MRT Station Kepong Baru (MRT Putrajaya Line)
MRT Station Jinjang (MRT Putrajaya Line)
MRT Station Metro Prima (MRT Putrajaya Line)",6
2.0,2.0,1191,0,,"Apartment / Condominium, For Sale","Gymnasium, Sauna, Security, Swimming Pool, Parking, Minimart, Multipurpose hall",Seasons Luxury Apartments @ Amara Larkin,Teori Warisan Sdn Bhd,Leasehold,"Off Jalan Dato Jaafar, Johor Bahru, Johor",2016.0,20.0,973.0,Apartment,2.0,Medium,Non Bumi Lot,E,,0,0,,0,420000,0,0,,7
2.0,1.0,500,0,,"Apartment / Condominium, For Sale","Parking, Security, Lift",Krystal Heights,-,Freehold,"No. 527, Lintang Delima Empat Belas, Jelutong, Penang",2002.0,15.0,932.0,Apartment,1.0,-,Non Bumi Lot,E,,0,0,,0,185000,0,0,,3
1.0,1.0,635,0,,"Apartment / Condominium, For Sale","Swimming Pool, Security, Parking, Playground",Nadia,Perdana Parkcity,Freehold,"No. 10 Persiaran Residen, Desa ParkCity, Desa ParkCity, Kuala Lumpur",2006.0,22.0,480.0,Condominium,1.0,Low,Non Bumi Lot,E,,0,0,"Dancesteps Ballet
The International School @ ParkCity",0,680000,0,0,,4
3.0,3.0,1124,0,AEON Mall Shah Alam,"Apartment / Condominium, For Sale","Gymnasium, Playground, Parking, Multipurpose hall, Security, Swimming Pool",V-Residensi 2,B&G Property,Freehold,"Seksyen 22, Shah Alam, Selangor",2016.0,22.0,616.0,Service Residence,2.0,High,Non Bumi Lot,E,"Bus Stop at Batu Tiga Federal Highway
Bus Stop at Federal Highway 4
Bus Stop at Seksyen 15 (Timur)
Bus Stop at Persiaran Teknologi 1
Bus Stop at Persiaran Jubli Perak 5
Bus Stop at Persiaran Teknologi 2
Bus Stop at Lorong Intan 2
Bus Stop at Jalan Batu Tiga Lama 3",0,0,,0,500000,0,0,KTM Station Batu Tiga (Komuter Tanjung Malim-Pelabuhan Klang),6
3.0,2.0,14500,0,,"Apartment / Condominium, For Sale","Parking, Sauna, Security",Mutiara Court (Penang),-,Freehold,"Lorong Delima 20, Gelugor, Penang",1989.0,3.0,186.0,Apartment,1.0,-,Non Bumi Lot,E,,0,0,,0,625000,0,0,,3
3.0,2.0,850,0,,"Apartment / Condominium, For Sale","Parking, Security",Mawar Apartment (Sungai Nibong),-,Freehold,"Jalan Bukit Kecil, Taman Sri Nibong, Sungai Nibong, Penang",1994.0,4.0,60.0,Apartment,2.0,-,Non Bumi Lot,E,,0,0,,0,420000,0,0,,2
3.0,2.0,1100,0,,"Apartment / Condominium, For Sale","Playground, Gymnasium, Security, Parking, Swimming Pool, Jogging Track, Barbeque area",Summer Place,Jelutong Development Sdn. Bhd. (Ijm Land),Leasehold,"Lebuh Sungai Pinang 8, Jelutong, Georgetown, Penang",2011.0,22.0,531.0,Condominium,2.0,High,Non Bumi Lot,E,,0,0,,0,700000,0,0,,7
2.0,2.0,818,0,,"Apartment / Condominium, For Sale","Parking, Barbeque area, Security, Gymnasium, Multipurpose hall, Playground, Swimming Pool, Jogging Track, Lift",Riverine Diamond,Ijm Land Berhad,Freehold,"JALAN PETANAK, Kuching, Sarawak",2017.0,22.0,480.0,Condominium,3.0,High,Non Bumi Lot,-,,0,0,,0,520000,0,0,,9
2.0,1.0,600,0,,"Apartment / Condominium, For Sale","Playground, Security, Parking, Lift, Minimart",Desa Pinang 1,Ijm Land Berhad,Leasehold,"11 Lorong Sungai Pinang, Jelutong, Penang",2004.0,6.0,210.0,Apartment,1.0,Low,Non Bumi Lot,E,,0,0,,0,220000,0,0,,5
1.0,1.0,450,0,,"Apartment / Condominium, For Sale","Swimming Pool, Parking, Playground, Tennis Court, Jogging Track, Minimart, Security, Gymnasium, Squash Court",Parkview Service Apartment,Malaysia Land Properties Sdn. Bhd.,Freehold,"Changkat Perak Off Lorong Perak, KLCC, Kuala Lumpur",2006.0,41.0,417.0,Condominium,2.0,-,Non Bumi Lot,E,,0,0,,0,430000,0,0,,9
3.0,2.0,1250,0,,"Apartment / Condominium, For Sale",-,Ameera Residence,Tls Group,Freehold,"Jalan Mutiara 3, Mutiara Heights,, Kajang, Selangor",2016.0,22.0,428.0,Condominium,2.0,-,Non Bumi Lot,E,,0,0,,0,328000,0,0,,1
3.0,2.0,1222,0,,"Apartment / Condominium, For Sale","Squash Court, Swimming Pool, Tennis Court, Security, Minimart, Playground, Jogging Track, Lift, Sauna, Parking, Gymnasium",Bukit OUG Condominium,Berjaya Group,Freehold,"Jalan 3A/155, Bukit OUG, Bukit Jalil, Kuala Lumpur",1996.0,16.0,480.0,Condominium,1.0,-,Non Bumi Lot,E,,0,0,"SJK (T) Ladang Bukit Jalil
SJK(C) Lai Meng
Sekolah Menengah Kebangsaan Taman Yarl
SK Seri Indah",0,368000,0,0,"LRT Station Awan Besar (Sri Petaling Line)
LRT Station Muhibbah (Sri Petaling Line)",11
3.0,2.0,833,0,Ampang Point,"Apartment / Condominium, For Sale","Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Club house, Tennis Court",Permai Puteri,Permai Syukur Sdn. Bhd.,Leasehold,"Jalan 13D, Taman Dato Ahmad Razali, Ampang, Selangor",2007.0,24.0,299.0,Apartment,1.0,High,Bumi Lot,AE,,0,0,"Sekolah Menengah Kebangsaan Datuk Ahmad Razali
Sekolah Kebangsaan Ampang
Forte Performing Arts
R.E.A.L Kids Ampang
International School of Kuala Lumpur
Mutiara International Grammar School
Sekolah KAFA Integrasi Ar-Rahmaniah
SRA Kampung Melayu Ampang",0,290000,0,0,LRT Station Ampang (Ampang Line),11
4.0,2.0,1335,0,,"Apartment / Condominium, For Sale","Swimming Pool, Squash Court, Playground, Jogging Track, Security, Multipurpose hall, Minimart, Gymnasium, Tennis Court, Lift, Barbeque area, Sauna, Parking, Club house",Platinum Hill PV 5,Platinum Victory Development Sdn Bhd,Freehold,"Jalan Melati Utama 3, Taman Melati Utama, Setapak, Kuala Lumpur",2006.0,17.0,950.0,Condominium,1.0,Medium,Non Bumi Lot,AE,,0,0,,0,395000,0,0,,14
3.0,2.0,750,0,,"Apartment / Condominium, For Sale","Jogging Track, Security, Swimming Pool, Playground, Gymnasium, Barbeque area, Parking, Multipurpose hall, Lift",Melody Homes,Belleview Group,Freehold,"Lebuhraya Thean Teik, Farlim,, Ayer Itam, Penang",2012.0,30.0,500.0,Apartment,1.0,High,Non Bumi Lot,E,,0,0,,0,330000,0,0,,9
3.0,2.0,1254,0,,"Apartment / Condominium, For Sale","Multipurpose hall, Swimming Pool, Gymnasium, Barbeque area, Sauna, Security, Playground, Parking, Lift",Grace Residence,Nova Mulia Development Sdn Bhd,Freehold,"Jalan Jelutong, Off Tun Dr. Lim Chong Eu Hwy, Jelutong, Penang",2018.0,44.0,378.0,Condominium,2.0,High,Non Bumi Lot,E,,0,0,,0,760000,0,0,,9
3.0,2.0,1254,0,,"Apartment / Condominium, For Sale","Security, Barbeque area, Sauna, Gymnasium, Playground, Swimming Pool, Multipurpose hall",Grace Residence,Nova Mulia Development Sdn Bhd,Freehold,"Jalan Jelutong, Off Tun Dr. Lim Chong Eu Hwy, Jelutong, Penang",2018.0,44.0,378.0,Condominium,2.0,Medium,Non Bumi Lot,E,,0,0,,0,825000,0,0,,7
4.0,3.0,1357,0,,"Apartment / Condominium, For Sale","Security, Squash Court, Playground, Gymnasium, Parking, Minimart, Swimming Pool",Mutiara Merdeka Condominium,Darma Hemat Sdn. Bhd.,Leasehold,"Jalan 6 Off Jalan Merdeka, Kampung Baru Ampang, Ampang, Selangor",2015.0,16.0,94.0,Condominium,2.0,-,Bumi Lot,E,,0,0,,0,590000,0,0,,7
5.0,4.0,2293,0,,"Apartment / Condominium, For Sale","Gymnasium, Multipurpose hall, Sauna, Parking, Playground, Tennis Court, Jogging Track, Lift, Security, Minimart, Squash Court, Barbeque area, Club house, Swimming Pool",Impian Heights,Ioi Properties Group Berhad,Freehold,"Jalan Pipit, Bandar Puchong Jaya, Puchong, Selangor",1999.0,16.0,520.0,Condominium,2.0,High,Non Bumi Lot,VE,,0,0,,0,547000,0,0,,14
1.0,1.0,541,0,,"Apartment / Condominium, For Sale","Parking, Tennis Court, Playground, Security, Gymnasium, Squash Court, Multipurpose hall, Swimming Pool",TimurBay Seafront Residences,Pjd Group,Freehold,"Mukim Balok Beach, Beserah, Kuantan, Pahang",2019.0,15.0,760.0,Service Residence,1.0,-,Non Bumi Lot,E,,0,0,,0,400000,0,0,,8
3.0,2.0,1011,0,,"Apartment / Condominium, For Sale","Playground, Swimming Pool, Lift, Parking, Security",Puncak Hijauan,Ever Land & Development Sdn. Bhd.,Freehold,"Jalan Pintar 4, Taman Universiti, Kajang, Selangor",2018.0,22.0,296.0,Apartment,2.0,Low,Non Bumi Lot,E,,0,0,,0,310000,0,0,,5
3.0,2.0,800,0,,"Apartment / Condominium, For Sale","Parking, Security, Lift",The Rise Collection 2,Zubicon Sdn. Bhd.,Leasehold,"The Rise Collection 2, Georgetown, Penang",2016.0,22.0,1900.0,Apartment,2.0,High,Non Bumi Lot,E,,0,0,,0,380000,0,0,,3
3.0,2.0,700,0,,"Apartment / Condominium, For Sale","Parking, Security, Lift",Desa Bistari (Gelugor),-,Freehold,"Lintang Pantai Jerjak, 11700 Gelugor, Penang, Gelugor, Penang",2000.0,22.0,403.0,Condominium,1.0,Low,Non Bumi Lot,E,,0,0,,0,295000,0,0,,3
3.0,2.0,900,0,,"Apartment / Condominium, For Sale","Parking, Security, Swimming Pool, Playground, Lift",University Place (Plaza Ivory),Ivory Properties Group Sdn Bhd,Freehold,"Halaman Bukit Gambir, Sunway Bukit Gambier, Gelugor, Penang",2004.0,29.0,274.0,Condominium,1.0,High,Non Bumi Lot,E,,0,0,,0,500000,0,0,,5
3.0,2.0,850,0,,"Apartment / Condominium, For Sale","Parking, Security, Lift, Swimming Pool, Playground",Kingfisher Series Condominium,Hunza Properties Berhad,Freehold,"No. 9-10, Jalan Gangsa, Green Lane, Georgetown, Penang",1998.0,21.0,406.0,Condominium,1.0,Low,Non Bumi Lot,E,,0,0,,0,360000,0,0,,5
3.0,2.0,850,0,,"Apartment / Condominium, For Sale","Security, Swimming Pool, Multipurpose hall, Parking, Lift",Alam Prima,Syarikat Perumahan Negara Berhad,Freehold,"No. 6 Jalan Budiman 22/3, Seksyen 22,, Shah Alam, Selangor",2010.0,435.0,435.0,Apartment,1.0,-,Non Bumi Lot,E,"Bus Stop at Persiaran Jubli Perak 5
Bus Stop at Seksyen 15 (Timur)
Bus Stop at Batu Tiga Federal Highway
Bus Stop at Persiaran Teknologi 1
Bus Stop at Federal Highway 4
Bus Stop at Persiaran Teknologi 2",0,0,,0,295000,0,0,,5
3.0,2.0,887,0,,"Apartment / Condominium, For Sale","Squash Court, Parking, Playground, Sauna, Minimart, Swimming Pool, Gymnasium, Tennis Court, Security, Lift",All Seasons Park,Belleview Group,Freehold,"Lebuhraya Thean Teik, Air Itam, Ayer Itam, Penang",2013.0,30.0,808.0,Condominium,2.0,Low,Non Bumi Lot,E,,0,0,,0,480000,0,0,,10
3.0,2.0,1152,0,,"Apartment / Condominium, For Sale","Security, Playground, Swimming Pool, Barbeque area, Parking, Jogging Track",Midfields 2,Ytl Corporation,Leasehold,"Taman Sungai Besi, Sungai Besi, Kuala Lumpur",2017.0,21.0,792.0,Condominium,2.0,-,Non Bumi Lot,E,"Bus Stop T582 T583 T584
Bus Stop Chengal Condominium
Bus Stop Apartment Blok A
Bus Stop JPJ Cheras",0,0,,0,495000,0,0,"KTM Station Salak Selatan (Komuter Seremban Line)
LRT Station Salak Selatan (Sri Petaling Line)",6
3.0,2.0,850,0,,"Apartment / Condominium, For Sale","Parking, Security, Lift, Swimming Pool, Playground",The Rise Collection 2,Zubicon Sdn. Bhd.,Leasehold,"The Rise Collection 2, Georgetown, Penang",2016.0,22.0,1900.0,Apartment,1.0,High,Non Bumi Lot,E,,0,0,,0,355000,0,0,,5
3.0,2.0,850,0,,"Apartment / Condominium, For Sale","Security, Parking, Lift, Swimming Pool, Playground",Kingfisher Series Condominium,Hunza Properties Berhad,Freehold,"No. 9-10, Jalan Gangsa, Green Lane, Georgetown, Penang",1998.0,21.0,406.0,Condominium,1.0,Medium,Non Bumi Lot,E,,0,0,,0,360000,0,0,,5
3.0,2.0,1946,0,,"Apartment / Condominium, For Sale","Playground, Sauna, Parking, Security, Minimart, Lift, Swimming Pool, Gymnasium, Jogging Track, Barbeque area, Multipurpose hall",The Uban Residence,Cosmopolitan Homes Sdn Bhd,Freehold,"Lintang Pantai Jerjak 6, Batu Uban, Penang",2020.0,42.0,150.0,Condominium,3.0,Low,Non Bumi Lot,E,,0,0,,0,900000,0,0,,11
3.0,2.0,700,0,,"Apartment / Condominium, For Sale","Parking, Security, Lift",Desa Green Apartment (Jelutong),-,Freehold,"Jalan Van Praagh, off Perak Road, Jelutong, Penang",1997.0,22.0,1008.0,Apartment,2.0,Low,Non Bumi Lot,E,,0,0,,0,260000,0,0,,3
